西元年份,公司代碼,公司簡稱,欄位編號,欄位名稱,欄位數值,欄位單位,補充說明,參考頁數,處理時間
2024,6790,永豐餘消費品實業,20,Scope 3 類別 5 (營運廢棄物),282.05,公噸CO2e,營運廢棄物，數據來自 p.105 獨立查證意見書附表。台灣廠,p.105,2026-05-04
2024,6790,永豐餘消費品實業,21,Scope 3 類別 6 (商務旅行),32.18,公噸CO2e,"商務旅行，數據來自 p.105 獨立查證意見書附表。
台灣廠",p.105,2026-05-04
2024,6790,永豐餘消費品實業,22,Scope 3 類別 7 (員工通勤),NA,NA,報告書 p.105 未列出此類別數據。,p.105,2026-05-04
2024,6790,永豐餘消費品實業,23,Scope 3 類別 8 (上游租賃資產),NA,NA,報告書 p.105 未列出此類別數據。,p.105,2026-05-04
2024,6790,永豐餘消費品實業,24,Scope 3 類別 9 (下游運輸和配送),NA,NA,報告書 p.105 未列出此類別數據。,p.105,2026-05-04
2024,6790,永豐餘消費品實業,25,Scope 3 類別 10 (銷售產品的加工),NA,公噸CO2e,報告書 p.105 未列出此類別數據。,p.105,2026-05-04
2024,6790,永豐餘消費品實業,26,Scope 3 類別 11 (使用銷售產品),NA,公噸CO2e,報告書 p.105 未列出此類別數據。,p.105,2026-05-04
2024,6790,永豐餘消費品實業,27,Scope 3 類別 12 (銷售產品廢棄處理),NA,公噸CO2e,報告書 p.105 未列出此類別數據。,p.105,2026-05-04
2024,6790,永豐餘消費品實業,28,Scope 3 類別 13 (下游租賃資產),NA,公噸CO2e,報告書 p.105 未列出此類別數據。,p.105,2026-05-04
2024,6790,永豐餘消費品實業,29,Scope 3 類別 14 (特許經營),NA,公噸CO2e,報告書 p.105 未列出此類別數據。,p.105,2026-05-04
2024,6790,永豐餘消費品實業,30,Scope 3 類別 15 (投資),NA,公噸CO2e,報告書 p.105 未列出此類別數據。,p.105,2026-05-04
2024,6790,永豐餘消費品實業,31,是否揭露近三年溫室氣體排放資料,TRUE,NA,p.70 揭露了 2022、2023、2024 年的溫室氣體排放數據。,p.70,2026-05-04
2024,6790,永豐餘消費品實業,32,是否設定範疇三減量目標,FALSE,NA,報告書 p.63 的 2030/2050 目標主要針對溫室氣體排放密度（通常指範疇一、二）及碳足跡產品，未明確設定範疇三的總量減量目標。,p.63,2026-05-04
2024,6790,永豐餘消費品實業,33,範疇三減量目標實際作為,增加綠色採購、開發低碳綠色產品,NA,"雖無量化目標，但在 p.61 提及相關作為，如提升 FSC 紙漿採購、開發減塑產品等。 
「申請碳足跡商品」不確定是不是範疇三減量",p.61,2026-05-04
2024,6790,永豐餘消費品實業,34,2024年度總能源使用量,"1,307,478,000.00",百萬焦耳（MJ）,"數據來自 p.67 表格（臺灣紙品生產據點），單位為十億焦耳 (GJ)。計算：1,307,478 GJ * 1,000 = 1,307,478,000 MJ。",p.67,2026-05-04
2024,6790,永豐餘消費品實業,35,2023年度總能源使用量,NA,NA,報告書僅在 p.67 提供 2024 年的能源結構詳細數值，未提供 2023 年絕對數值總量表。,p.67,2026-05-04
2024,6790,永豐餘消費品實業,36,2022年度總能源使用量,NA,NA,報告書僅在 p.67 提供 2024 年的能源結構詳細數值，未提供 2022 年絕對數值總量表。,p.67,2026-05-04
2024,6790,永豐餘消費品實業,37,是否揭露各項能源使用細項,TRUE,NA,p.67 詳細列出燃煤、重油、天然氣、外購電力等細項。,p.67,2026-05-04
2024,6790,永豐餘消費品實業,38,2024年度使用的各種能源項目,燃煤: 504812 GJ; 外購電力: 358513 GJ; 木顆粒: 191183 GJ; 液化石油氣: 144946 GJ; 天然氣: 56195 GJ; SRF: 24598 GJ; 生質能: 17686 GJ; 餘泥: 5177 GJ; 再生能源: 3419 GJ; 柴油: 949 GJ;,NA,依據 p.67 表格數據排列。,p.67,2026-05-04
2024,6790,永豐餘消費品實業,39,燃煤使用量,NA,NA,"報告書 p.67 顯示 2024 年燃煤使用量。504,812十億焦耳",p.67,2026-05-04
2024,6790,永豐餘消費品實業,40,燃煤淘汰計劃,預計2025年第一季天然氣鍋爐建置完成啟用，取代既有燃煤鍋爐,NA,p.6 明確提到 2025 第一季啟用天然氣鍋爐以取代燃煤,"p.6, p.66",2026-05-04
2024,6790,永豐餘消費品實業,41,化石燃料轉型計劃,2050年轉換低碳替代燃料率達30%，持續推動生質燃料、天然氣、SRF替代燃煤,NA,p.63 設定 2050 年轉換低碳替代燃料率達 30%。p.66 提到持續擴大替代燃料使用。,"p.63, p.66",2026-05-04
2024,6790,永豐餘消費品實業,42,當年度總用電量,"99,586,944.44",度（KWh）,"p.67 顯示外購電力 358,513 GJ。換算：358,513 * 1,000 MJ / 3.6 MJ/kWh = 99,586,944.44 kWh。
台灣廠",p.67,2026-05-04
2024,6790,永豐餘消費品實業,43,再生能源使用佔總發電量（百分比）,0.94%,NA,"依 p.68 數據，清水廠自發自用再生能源 949,664 度。總用電量 = 外購 99,586,944 + 自發自用 949,664 = 100,536,608。比例約 0.94%。(註：p.67 能源結構表中再生能源 GJ 數值較低，可能僅含熱值部分，故採 p.68 電力數據計算較精確)。
台灣廠",p.68,2026-05-04
2024,6790,永豐餘消費品實業,44,再生能源裝置容量,"3,833.00",瓩（KW）,"p.68 提到 2023 年合計總裝置量為 3,833 kW，2024 年未提及新增，沿用此數值。",p.68,2026-05-04
2024,6790,永豐餘消費品實業,45,再生能源使用來源（自發自用、購電協議、再生能源憑證）,自發自用、再生能源憑證,NA,p.68 提到自發自用及清水廠通過綠電憑證查核,p.68,2026-05-04
2024,6790,永豐餘消費品實業,46,是否達成政府用電大戶再生能源建置義務,,NA,報告書未明確提及是否達成用電大戶條款義務。,NA,2026-05-04
2024,6790,永豐餘消費品實業,47,是否取得RE100認證,FALSE,NA,報告書未提及加入或承諾 RE100。,NA,2026-05-04
2024,6790,永豐餘消費品實業,48,是否設定再生能源使用目標,FALSE,NA,報告書 p.63 目標設定主要為「節電率」與「替代燃料率」，未設定明確的再生能源使用率（Electricity %）目標。,p.63,2026-05-04
2024,6790,永豐餘消費品實業,49,再生能源目標年設定,NA,NA,無明確再生能源使用率目標年。,NA,2026-05-04
2024,6790,永豐餘消費品實業,50,再生能源目標值（百分比）,NA,NA,無明確再生能源使用率目標值。,NA,2026-05-04
2024,6790,永豐餘消費品實業,51,是否設定節能目標,FALSE,NA,p.63 明確設定「維持每年至少節電1%」之目標，非節能目標,p.63,2026-05-04
2024,6790,永豐餘消費品實業,52,節能目標年設定,NA,NA,,NA,2026-05-04
2024,6790,永豐餘消費品實業,53,節能目標值（百分比）,NA,NA,p.63「維持每年至少節電 1%」。,p.63,2026-05-04
2024,6790,永豐餘消費品實業,54,節電目標值設定（百分比）,1.00%,NA,p.63「維持每年至少節電 1%」。,p.63,2026-05-04
2024,6790,永豐餘消費品實業,55,是否說明關鍵減量策略,TRUE,NA,整理自 p.6 及 p.64 的減碳策略說明。,"p.6, p.64",2026-05-04
2024,6790,永豐餘消費品實業,56,是否生產支持轉型至低碳經濟之產品/服務,TRUE,NA,p.66 說明銷售綠色商品（FSC 紙品、綠色化學設計潔品），並列出銷售金額。,p.66,2026-05-04
2024,6790,永豐餘消費品實業,57,支持轉型至低碳經濟之產品/服務產生的營收或營收占比,39.36%,NA,"p.66 綠色商品銷售值合計約 42.89 億元 (3,643,395 + 646,051 仟元)。總營收 p.34 為 108.9 億元。比例約 39.36%。","p.66, p.34",2026-05-04
2024,6790,永豐餘消費品實業,58,失能傷害頻率(LTIFR),1.59,NA,p.91 揭露 2024 年失能傷害頻率 (FR) 為 1.59。,p.91,2026-05-04
2024,6790,永豐餘消費品實業,59,職業傷害件數,死亡0件、永久失能0件、嚴重傷害0件、一般傷害5件,NA,p.91 說明工傷案件共 5 件，未發生嚴重職業傷害。,p.91,2026-05-04
2024,6790,永豐餘消費品實業,60,損失工作日數,118,NA,"p.91 嚴重率 (SR) 為 37.5。p.92 總工時為 3,145,731。損失日數 = 37.5 * 3.145731 ≈ 118。","p.91, p.92",2026-05-04
2024,6790,永豐餘消費品實業,61,重大職業安全意外事件,無,NA,p.91 明確敘述「2024年未發生嚴重職業傷害」。,p.91,2026-05-04
2024,6790,永豐餘消費品實業,62,勞動法規違規與裁罰,無,NA,p.53 註明 2024 年無違反社會與經濟相關法律的重大違規事件。,p.53,2026-05-04
2024,6790,永豐餘消費品實業,63,政府補貼或獎勵,未揭露,元,報告書中未特別列出政府補貼清單。,NA,2026-05-04
2024,6790,永豐餘消費品實業,64,取水量-自來水,"88,000.00",噸,"p.73 自來水取水量 88 百萬公升 = 88,000 噸。含海外廠",p.73,2026-05-04
2024,6790,永豐餘消費品實業,65,取水量-地表水,"937,000.00",噸,"p.73 地表水取水量 937 百萬公升 = 937,000 噸。含海外廠",p.73,2026-05-04
2024,6790,永豐餘消費品實業,66,取水量-地下水,"1,422,000.00",噸,"p.73 地下水取水量 1,422 百萬公升 = 1,422,000 噸。含海外廠",p.73,2026-05-04
2024,6790,永豐餘消費品實業,67,取水量-其他來源（海水、冷凝水、雨水、再生水）,0,噸,p.73 外部再生水與雨水取水量皆為 0。,p.73,2026-05-04
2024,6790,永豐餘消費品實業,68,回收水量,NA,NA,p.73 提及「製程用水重複利用率達90%以上」，但未提供絕對回收水量的噸數。,p.73,2026-05-04
2024,6790,永豐餘消費品實業,69,排放水量,"1,866,000.00",噸,"p.73 總排水量 1,866 百萬公升 = 1,866,000 噸。含海外廠",p.73,2026-05-04
2024,6790,永豐餘消費品實業,70,耗用水量,"582,000.00",噸,"p.73 總耗水量 582 百萬公升 = 582,000 噸。含海外廠",p.73,2026-05-04
2024,1905,中華紙漿,1,是否承諾淨零排放／碳中和,宣示 2050 年淨零排放目標,NA,報告書董事長的話及溫室氣體管理章節皆明確提及此承諾。,"p.6, p.81",2026-05-04
2024,1905,中華紙漿,2,預計達成淨零排放／碳中和年份,2050,NA,依據永續發展路徑圖設定。,p.81,2026-05-04
2024,1905,中華紙漿,3,是否設定中期溫室氣體絕對減量目標,TRUE,NA,設定有2025年及2030年之中期減量目標。,p.81,2026-05-04
2024,1905,中華紙漿,4,中期減量目標年設定,2030,NA,設定2025年減碳7%、2030年減碳30%（範疇一+範疇二）。,p.81,2026-05-04
2024,1905,中華紙漿,5,中期溫室氣體絕對減量目標值（百分比）,30,NA,2030年較基準年減碳30%。,p.81,2026-05-04
2024,1905,中華紙漿,6,中期減量基準年設定,2018,NA,溫室氣體減量計畫以2018年為基準年。,p.81,2026-05-04
2024,1905,中華紙漿,7,中期減量基準年排放量,1020000,公噸CO2e,報告書p.51提及2024年排放量為92.1萬公噸，較基準年(102萬公噸)減量9.8%。,p.51,2026-05-04
2024,1905,中華紙漿,8,中期目標是否取得SBT認證,FALSE,NA,報告書提及「響應並承諾SBTi科學基礎減碳目標」，且於2024年完成內部訂定，但尚未提及已取得正式認證。,"p.13, p.49",2026-05-04
2024,1905,中華紙漿,9,範疇一/類別一（值）,"567,165.00",公噸CO2e,數據應為台灣地區範疇一排放（圖表太醜看不懂）,p.83,2026-05-04
2024,1905,中華紙漿,10,範疇二/類別二（值）,"164,423.00",公噸CO2e,數據應為台灣地區範疇一排放（圖表太醜看不懂）,p.83,2026-05-04
2024,1905,中華紙漿,11,範疇三（值）,"26,780.00",公噸CO2e,報告書僅揭露上下游運輸（海運+陸運）之排放量，並註明範疇三其他項目盤查已列入中長期規劃。,p.83,2026-05-04
2024,1905,中華紙漿,12,類別三（值）,"26,780.00",公噸CO2e,"ISO 14064-1類別三為運輸排放，華紙揭露2024年海運11,176公噸及陸運15,604公噸，合計26,780公噸。",p.83,2026-05-04
2024,1905,中華紙漿,13,類別四（值）,NA,NA,報告書未揭露ISO 14064-1類別四數據。,NA,2026-05-04
2024,1905,中華紙漿,14,類別五（值）,NA,NA,報告書未揭露ISO 14064-1類別五數據。,NA,2026-05-04
2024,1905,中華紙漿,15,類別六（值）,NA,NA,報告書未揭露ISO 14064-1類別六數據。,NA,2026-05-04
2024,1905,中華紙漿,16,Scope 3 類別 1 (購買商品或服務),NA,NA,報告書未完整揭露Scope 3各類別細項數據。,NA,2026-05-04
2024,1905,中華紙漿,17,Scope 3 類別 2 (資本商品),NA,NA,報告書未完整揭露Scope 3各類別細項數據。,NA,2026-05-04
2024,1905,中華紙漿,18,Scope 3 類別 3 (燃料與能源相關活動),NA,NA,報告書未完整揭露Scope 3各類別細項數據。,NA,2026-05-04
2024,1905,中華紙漿,19,Scope 3 類別 4 (上游運輸和配送),NA,NA,"報告書p.83揭露運輸總量26,780公噸，包含「主要上游原物料」及「下游外銷產品」，但僅區分海運/陸運，未區分上下游具體數值。",p.83,2026-05-04
2024,1905,中華紙漿,20,Scope 3 類別 5 (營運廢棄物),NA,NA,報告書未完整揭露Scope 3各類別細項數據。,NA,2026-05-04
2024,1905,中華紙漿,21,Scope 3 類別 6 (商務旅行),NA,NA,報告書未完整揭露Scope 3各類別細項數據。,NA,2026-05-04
2024,1905,中華紙漿,22,Scope 3 類別 7 (員工通勤),NA,NA,報告書未完整揭露Scope 3各類別細項數據。,NA,2026-05-04
2024,1905,中華紙漿,23,Scope 3 類別 8 (上游租賃資產),NA,NA,報告書未完整揭露Scope 3各類別細項數據。,NA,2026-05-04
2024,1905,中華紙漿,24,Scope 3 類別 9 (下游運輸和配送),NA,NA,"報告書p.83揭露運輸總量26,780公噸，包含「主要上游原物料」及「下游外銷產品」，未區分具體數值。",p.83,2026-05-04
2024,1905,中華紙漿,25,Scope 3 類別 10 (銷售產品的加工),NA,NA,報告書未完整揭露Scope 3各類別細項數據。,NA,2026-05-04
2024,1905,中華紙漿,26,Scope 3 類別 11 (使用銷售產品),NA,NA,報告書未完整揭露Scope 3各類別細項數據。,NA,2026-05-04
2024,1905,中華紙漿,27,Scope 3 類別 12 (銷售產品廢棄處理),NA,NA,報告書未完整揭露Scope 3各類別細項數據。,NA,2026-05-04
2024,1905,中華紙漿,28,Scope 3 類別 13 (下游租賃資產),NA,NA,報告書未完整揭露Scope 3各類別細項數據。,NA,2026-05-04
2024,1905,中華紙漿,29,Scope 3 類別 14 (特許經營),NA,NA,報告書未完整揭露Scope 3各類別細項數據。,NA,2026-05-04
2024,1905,中華紙漿,30,Scope 3 類別 15 (投資),NA,NA,報告書未完整揭露Scope 3各類別細項數據。,NA,2026-05-04
2024,1905,中華紙漿,31,是否揭露近三年溫室氣體排放資料,TRUE,NA,p.83揭露2021-2024年全球範疇一與範疇二排放數據。,p.83,2026-05-04
2024,1905,中華紙漿,32,是否設定範疇三減量目標,FALSE,NA,報告書僅提及範疇三盤查列入中長期規劃，未明確設定具體減量目標值。,p.83,2026-05-04
2024,1905,中華紙漿,33,範疇三減量目標實際作為,NA,NA,報告書未針對範疇三設定具體減量目標。,NA,2026-05-04
2024,1905,中華紙漿,34,2024年度總能源使用量,"17,737,248,000.00",百萬焦耳（MJ）,2024年組織內部能源消耗總計。無區分台灣、海外廠。,p.77,2026-05-04
2024,1905,中華紙漿,35,2023年度總能源使用量,NA,NA,報告書p.77僅提及與2021基準年比較，未以表格列出2023年總能源使用量具體數值。,NA,2026-05-04
2024,1905,中華紙漿,36,2022年度總能源使用量,NA,NA,報告書未以表格列出2022年總能源使用量具體數值。,NA,2026-05-04
2024,1905,中華紙漿,37,是否揭露各項能源使用細項,TRUE,NA,p.79 表格「能源投入項目」詳細列出各類能源使用量(GJ)。,p.79,2026-05-04
2024,1905,中華紙漿,38,2024年度使用的各種能源項目,木質素黑液: 7343792 GJ; 化石燃料(煤油氣): 7990220 GJ; 外購電: 1316787 GJ; 廢木材樹皮紙漿污泥: 706743 GJ; SRF固體燃料: 355629 GJ; 廢橡膠: 15748 GJ; 太陽能: 8329 GJ;,NA,資料來自p.79能源投入項目表。,p.79,2026-05-04
2024,1905,中華紙漿,39,燃煤使用量,6,公噸,"p.80文內提及「2024年燃料煤用量為 6,995,988 GJ」。",NA,2026-05-04
2024,1905,中華紙漿,40,燃煤淘汰計劃,擴大使用替代能源(生質能、SRF)取代燃煤,NA,p.81路徑圖提及「汽機鍋爐改造混燒木屑...製程餘料...製成SRF取代燃煤」，未明確設定完全淘汰年份。,p.81,2026-05-04
2024,1905,中華紙漿,41,化石燃料轉型計劃,減少石化燃料，電力結構中替代燃料占比達30%以上；大使用替 代能源 （含生質能質能、 SRF、太陽能等）,NA,p.25管理方針提及「減少石化燃料的依賴...」，p.81路徑圖包含「減少石化燃料、增加替代燃料」。,"p.25, p.81",2026-05-04
2024,1905,中華紙漿,42,當年度總用電量,"366,000,000.00",度（KWh）,報告書p.77圖示「電力公司 3.66 億度/年」。,p.77,2026-05-04
2024,1905,中華紙漿,43,再生能源使用佔總發電量（百分比）,29.28%,NA,p.77圖示「生質能29.28%」，若包含SRF則更高，此處取再生能源(生質能)數值。p.51指標表顯示2024年「再生及綠色能源發電量占比」為29%。,"p.51, p.77",2026-05-04
2024,1905,中華紙漿,44,再生能源裝置容量,"1,997.00",瓩（KW）,"p.78提及花蓮廠20,000 kW再生能源發電設備認證（是認證所以我不計進去），台東廠1,187 kWp + 810 kWp屋頂太陽能。合計1,997 kW。",NA,2026-05-04
2024,1905,中華紙漿,45,再生能源使用來源（自發自用、購電協議、再生能源憑證）,自發自用、再生能源憑證,NA,p.79提及「自發自用」及「取得綠電憑證...透過產業合作與交易」。,p.79,2026-05-04
2024,1905,中華紙漿,46,是否達成政府用電大戶再生能源建置義務,,NA,報告書提及「成為台灣唯一經能源署認證的木質素再生能源發電設備」，但未明確引用「用電大戶條款」字眼。,p.4,2026-05-04
2024,1905,中華紙漿,47,是否取得RE100認證,FALSE,NA,報告書提及「協助供應鏈實現RE100」，未提及自身取得認證。,p.4,2026-05-04
2024,1905,中華紙漿,48,是否設定再生能源使用目標,TRUE,NA,p.51指標與目標表設定「再生及綠色能源發電量占比」。,p.51,2026-05-04
2024,1905,中華紙漿,49,再生能源目標年設定,2030,NA,p.51設定2030年目標為60%。,p.51,2026-05-04
2024,1905,中華紙漿,50,再生能源目標值（百分比）,60.00%,NA,p.51設定2030年目標為60%。,p.51,2026-05-04
2024,1905,中華紙漿,51,是否設定節能目標,FALSE,NA,,NA,2026-05-04
2024,1905,中華紙漿,52,節能目標年設定,NA,NA,報告書雖有節能專案，但未明確設定未來的總體「節能目標年」（如：2030年節能X%）。,NA,2026-05-04
2024,1905,中華紙漿,53,節能目標值（百分比）,NA,NA,報告書未設定具體百分比節能目標，主要以各項設備改善專案呈現。,NA,2026-05-04
2024,1905,中華紙漿,54,節電目標值設定（百分比）,NA,NA,未設定具體節電百分比目標。,NA,2026-05-04
2024,1905,中華紙漿,55,是否說明關鍵減量策略,TRUE,NA,p.81 列出主要減碳策略方向。,p.81,2026-05-04
2024,1905,中華紙漿,56,是否生產支持轉型至低碳經濟之產品/服務,TRUE,NA,生產綠色產品、益利全紙回收容器、非塑膠產品等。,"p.51, p.63",2026-05-04
2024,1905,中華紙漿,57,支持轉型至低碳經濟之產品/服務產生的營收或營收占比,43.60%,NA,p.51及p.25指出「本年度綠色產品營收占比為 43.6%」。,"p.25, p.51",2026-05-04
2024,1905,中華紙漿,58,失能傷害頻率(LTIFR),2.25,NA,2024年台灣地區失能傷害頻率(FR)。p.111表格。,p.111,2026-05-04
2024,1905,中華紙漿,59,職業傷害件數,死亡0件、男性失能傷害11件,NA,p.111表格顯示死亡人數0。失能傷害件數：台灣11件。報告未細分永久/暫時,p.111,2026-05-04
2024,1905,中華紙漿,60,損失工作日數,172,NA,p.111表格「損失工作日數」：受僱137+非受雇35=172,p.111,2026-05-04
2024,1905,中華紙漿,61,重大職業安全意外事件,無,NA,p.111 統計表顯示死亡人數為0。,p.111,2026-05-04
2024,1905,中華紙漿,62,勞動法規違規與裁罰,違反勞動基準法共3筆，裁罰11萬元,NA,p.98 提到「2024年經勞動檢查違反勞動基準法事項共3筆，裁罰金額為新台幣11萬元」。,p.98,2026-05-04
2024,1905,中華紙漿,63,政府補貼或獎勵,"12,932,000.00",元,,NA,2026-05-04
2024,1905,中華紙漿,64,取水量-自來水,"104,000.00",噸,p.85水資源圖顯示自來水取水量104百萬公升。1百萬公升=1000噸。,p.85,2026-05-04
2024,1905,中華紙漿,65,取水量-地表水,"5,173,000.00",噸,"p.85水資源圖顯示河川取水量5,173百萬公升。",p.85,2026-05-04
2024,1905,中華紙漿,66,取水量-地下水,"23,378,000.00",噸,"p.85水資源圖顯示地下水取水量23,378百萬公升。",p.85,2026-05-04
2024,1905,中華紙漿,67,取水量-其他來源（海水、冷凝水、雨水、再生水）,0,噸,p.85水資源圖未顯示其他水源。,p.85,2026-05-04
2024,1905,中華紙漿,68,回收水量,NA,NA,p.87僅提及「回收率約90%」及「每日回收水增加...」，未提供年度總回收水量的絕對數值。,p.87,2026-05-04
2024,1905,中華紙漿,69,排放水量,"29,379,000.00",噸,"p.86長條圖顯示2024年製程排水量29,379百萬公升。",p.86,2026-05-04
2024,1905,中華紙漿,70,耗用水量,"72,330.00",噸,p.85內文提及「依實際水表統計本年度耗水量為 -72.33 百萬公升」。數值為負可能因進料含水或計量誤差，依報告書原文摘錄。,p.85,2026-05-04
2024,1904,正隆,1,是否承諾淨零排放／碳中和,邁向2050年碳中和,NA,報告書多次提及「邁向2050碳中和」之承諾，並設定相關短中長期路徑。,"p.13, p.76",2026-05-04
2024,1904,正隆,2,預計達成淨零排放／碳中和年份,2050,NA,依據報告書p.76「正隆 2050 淨零轉型路徑」及p.13永續策略圖所示。,"p.13, p.76",2026-05-04
2024,1904,正隆,3,是否設定中期溫室氣體絕對減量目標,TRUE,NA,設定有2025年與2030年中期溫室氣體減量目標。,"p.5, p.74",2026-05-04
2024,1904,正隆,4,中期減量目標年設定,2030,NA,設定2030年溫室氣體減量目標為基準年(2018)之-20%。,"p.5, p.74",2026-05-04
2024,1904,正隆,5,中期溫室氣體絕對減量目標值（百分比）,20,NA,2030年目標為較2018年基準年減量20%。,"p.5, p.74",2026-05-04
2024,1904,正隆,6,中期減量基準年設定,2018,NA,溫室氣體減量目標之基準年設定為2018年。,"p.5, p.74",2026-05-04
2024,1904,正隆,7,中期減量基準年排放量,NA,NA,"報告書提及2024年排放量為1,303,889公噸CO2e，並說明較2018年減量9.38%，雖可反推但報告書未直接揭露2018年絕對數值，故留空。",p.81,2026-05-04
2024,1904,正隆,8,中期目標是否取得SBT認證,FALSE,NA,報告書提及參考SBTi與科學基礎減碳路徑，但未明確提及「已取得」SBT認證。,NA,2026-05-04
2024,1904,正隆,9,範疇一/類別一（值）,"1,082,538.84",公噸CO2e,數據來自台灣母公司溫室氣體盤查表，範疇一數值。,p.82,2026-05-04
2024,1904,正隆,10,範疇二/類別二（值）,"221,351.01",公噸CO2e,"數據來自台灣母公司溫室氣體盤查表，範疇二(大園汽電+台電)數值加總 (122,388.8856 + 98,962.1209)。",p.82,2026-05-04
2024,1904,正隆,11,範疇三（值）,"376,792.70",公噸CO2e,數據來自台灣母公司溫室氣體盤查表，範疇三數值。,p.82,2026-05-04
2024,1904,正隆,12,類別三（值）,NA,NA,報告書p.82僅列出範疇三總量，未細分ISO類別數值。,NA,2026-05-04
2024,1904,正隆,13,類別四（值）,NA,NA,報告書p.82僅列出範疇三總量，未細分ISO類別數值。,NA,2026-05-04
2024,1904,正隆,14,類別五（值）,NA,NA,報告書p.82僅列出範疇三總量，未細分ISO類別數值。,NA,2026-05-04
2024,1904,正隆,15,類別六（值）,NA,NA,報告書p.82僅列出範疇三總量，未細分ISO類別數值。,NA,2026-05-04
2024,1904,正隆,16,Scope 3 類別 1 (購買商品或服務),NA,NA,報告書未依GHG Protocol 15項類別揭露細項數值。,NA,2026-05-04
2024,1904,正隆,17,Scope 3 類別 2 (資本商品),NA,NA,報告書未依GHG Protocol 15項類別揭露細項數值。,NA,2026-05-04
2024,1904,正隆,18,Scope 3 類別 3 (燃料與能源相關活動),NA,NA,報告書未依GHG Protocol 15項類別揭露細項數值。,NA,2026-05-04
2024,1904,正隆,19,Scope 3 類別 4 (上游運輸和配送),NA,NA,報告書未依GHG Protocol 15項類別揭露細項數值。,NA,2026-05-04
2024,1904,正隆,20,Scope 3 類別 5 (營運廢棄物),NA,公噸CO2e,報告書未依GHG Protocol 15項類別揭露細項數值。,NA,2026-05-04
2024,1904,正隆,21,Scope 3 類別 6 (商務旅行),NA,NA,報告書未依GHG Protocol 15項類別揭露細項數值。,NA,2026-05-04
2024,1904,正隆,22,Scope 3 類別 7 (員工通勤),NA,公噸CO2e,報告書未依GHG Protocol 15項類別揭露細項數值。,NA,2026-05-04
2024,1904,正隆,23,Scope 3 類別 8 (上游租賃資產),NA,公噸CO2e,報告書未依GHG Protocol 15項類別揭露細項數值。,NA,2026-05-04
2024,1904,正隆,24,Scope 3 類別 9 (下游運輸和配送),NA,公噸CO2e,報告書未依GHG Protocol 15項類別揭露細項數值。,NA,2026-05-04
2024,1904,正隆,25,Scope 3 類別 10 (銷售產品的加工),NA,公噸CO2e,報告書未依GHG Protocol 15項類別揭露細項數值。,NA,2026-05-04
2024,1904,正隆,26,Scope 3 類別 11 (使用銷售產品),NA,NA,報告書未依GHG Protocol 15項類別揭露細項數值。,NA,2026-05-04
2024,1904,正隆,27,Scope 3 類別 12 (銷售產品廢棄處理),NA,NA,報告書未依GHG Protocol 15項類別揭露細項數值。,NA,2026-05-04
2024,1904,正隆,28,Scope 3 類別 13 (下游租賃資產),NA,公噸CO2e,報告書未依GHG Protocol 15項類別揭露細項數值。,NA,2026-05-04
2024,1904,正隆,29,Scope 3 類別 14 (特許經營),NA,公噸CO2e,報告書未依GHG Protocol 15項類別揭露細項數值。,NA,2026-05-04
2024,1904,正隆,30,Scope 3 類別 15 (投資),NA,NA,報告書未依GHG Protocol 15項類別揭露細項數值。,NA,2026-05-04
2024,1904,正隆,31,是否揭露近三年溫室氣體排放資料,TRUE,NA,報告書p.82揭露2022-2024年台灣母公司溫室氣體排放量。,p.82,2026-05-04
2024,1904,正隆,32,是否設定範疇三減量目標,FALSE,NA,,NA,2026-05-04
2024,1904,正隆,33,範疇三減量目標實際作為,供應商碳盤查輔導、綠色採購、低碳物流,NA,執行供應商氣候問卷調查、推動綠色採購、以及透過回收體系優化物流。,"p.60, p.62",2026-05-04
2024,1904,正隆,34,2024年度總能源使用量,"14,460,961,000.00",百萬焦耳（MJ）,數據來自SASB對照表，台灣母公司總能源消耗量 (GJ)。,p.136,2026-05-04
2024,1904,正隆,35,2023年度總能源使用量,"14,398,090,000.00",百萬焦耳（MJ）,"依據p.87表，加總2023年台灣各事業部(工紙+紙器+家品)總耗用量 (12,383,301 + 413,684 + 1,601,105)。",p.87,2026-05-04
2024,1904,正隆,36,2022年度總能源使用量,"13,153,671,000.00",百萬焦耳（MJ）,"依據p.87表，加總2022年台灣各事業部總耗用量 (11,500,724 + 432,835 + 1,220,112)。",p.87,2026-05-04
2024,1904,正隆,37,是否揭露各項能源使用細項,TRUE,NA,p.87詳細列出煤炭、重油、天然氣、SRF、外購電力等細項。,p.87,2026-05-04
2024,1904,正隆,38,2024年度使用的各種能源項目,煤炭: 9449230 GJ; 外購電力: 1349900 GJ; 生質燃料: 521144 GJ; SRF: 996162 GJ; 木屑: 338483 GJ; 重油: 21958 GJ; 漿紙污泥: 32018 GJ; 廢輪胎: 24628 GJ;,NA,"依據p.87表加總台灣各事業部2024年數據。SRF包含RDF5(481,536)與RDF3(514,626)。",p.87,2026-05-04
2024,1904,正隆,39,燃煤使用量,"9,449,230.00",公噸,2024年台灣地區煤炭使用量9900728(熱值，單位GJ)。,p.87,2026-05-04
2024,1904,正隆,40,燃煤淘汰計劃,目標2030年替代燃料比例25%,NA,公司策略為提高替代燃料比例以減少化石燃料依賴，未明確訂定全面淘汰燃煤年份。,"p.85, p.89",2026-05-04
