統一編號,公司代號,公司全稱,公司簡稱,行業大類,最大廠所處縣市,此份永續報告的邊界,是否承諾淨零排放／碳中和,預計達成淨零排放／碳中和年份,是否設定中期溫室氣體絕對減量目標,中期減量目標年設定,中期溫室氣體絕對減量目標值（百分比）,中期減量基準年設定,中期減量基準年排放量,中期目標是否取得SBT認證,2024年度總能源使用量,2023年度總能源使用量,2022年度總能源使用量,2024營收資料,當年度總用電量,是否設定節能目標,節能目標年設定,節能目標值（百分比）,節電目標值設定（百分比）,是否達成政府用電大戶再生能源建置義務,再生能源裝置容量,是否設定再生能源使用目標,再生能源目標年設定,再生能源目標值（百分比）,是否取得RE100認證,是否說明關鍵減量策略,是否揭露近三年溫室氣體排放資料,範疇一/類別一（值）,範疇二/類別二（值）,類別三（值）,類別四（值）,類別五（值）,類別六（值）,範疇三（值）,是否設定範疇三減量目標,範疇三減量目標實際作為,是否揭露各項能源使用細項,2024年度使用的各種能源項目,再生能源使用佔總發電量（百分比）,再生能源使用來源（自發自用、購電協議、再生能源憑證）,是否生產支持轉型至低碳經濟之產品/服務,支持轉型至低碳經濟之產品/服務產生的營收或營收占比,Scope 3 類別 1 (購買商品或服務),Scope 3 類別 2 (資本商品),Scope 3 類別 3 (燃料與能源相關活動),Scope 3 類別 4 (上游運輸和配送),Scope 3 類別 5 (營運廢棄物),Scope 3 類別 6 (商務旅行),Scope 3 類別 7 (員工通勤),Scope 3 類別 8 (上游租賃資產),Scope 3 類別 9 (下游運輸和配送),Scope 3 類別 10 (銷售產品的加工),Scope 3 類別 11 (使用銷售產品),Scope 3 類別 12 (銷售產品廢棄處理),Scope 3 類別 13 (下游租賃資產),Scope 3 類別 14 (特許經營),Scope 3 類別 15 (投資),符合永續指引之營收 (Turnover) 佔比,符合永續指引之資本支出 (CapEx) 佔比,符合永續指引之營運費用 (OpEx) 佔比,單位產品溫室氣體排放強度 (特定製程),2019 碳排放量,2020 碳排放量,2021 碳排放量,2022 碳排放量,2023 碳排放量（公噸二氧化碳當量）,2024 碳排放量（公噸二氧化碳當量）,2019 範疇一量,2020 範疇一量,2021 範疇一量,2022 範疇一量,2023 範疇一量（公噸二氧化碳當量）,2024 範疇一量（公噸二氧化碳當量）,2019 範疇二量,2020 範疇二量,2021 範疇二量,2022 範疇二量,2023 範疇二量（公噸二氧化碳當量）,2024 範疇二量（公噸二氧化碳當量）,減量預期,總碳排放量_2022,總碳排放量_2023,總碳排放量_2024,營收_2022,營收_2023,營收_2024,碳強度_2024,碳強度_2023,碳強度_2022,總用電量_2022,總用電量_2023,總用電量_2024,再生能源裝置量_2022,再生能源裝置量_2023,再生能源裝置量_2024,燃煤使用量_2022,燃煤使用量_2023,燃煤使用量_2024,能效進步率_2022_2024,關鍵減量策略,碳費佔淨利_%
73251209,1216,統一企業股份有限公司,統一,食品業,台南市,,無承諾,NA,TRUE,2030,38%,2005,NA,無,"1,705,790,000","1,667,418,000","1,601,648,000",,"206,234,000",FALSE,NA,NA,1%,NA,"2,560",FALSE,NA,NA,FALSE,FALSE,TRUE,"62,459","106,789","112,825","1,037,672","331,104",NA,"1,481,601",TRUE,針對交易金額前20大供應商進行溫室氣體盤查教育訓練、推動產品碳足跡與減碳標籤認證、推動包材減塑與輕量化,TRUE,電力: 206234 千度; 天然氣: 25283 千立方公尺; 柴油: 634 公秉; 汽油: 14 公秉; 液化石油氣: 13 公秉;,0,自發自用,TRUE,NA,"1,035,013",NA,NA,"63,418","2,659",973,"3,380",NA,"45,054",NA,NA,2659,11907,NA,"319,197",,,,,,,,"73,675","77,562","77,704",,,,"30,490","32,440","33,126",,,,"43,185","45,122","44,578","4,070,150 公噸 CO2e","73,675","77,562","77,704","524,831,664,000","581,102,935,000","657,636,534,000",0.12,0.13,0.14,"197,250,000","203,274,000","206,234,000",,,"2,560",,,,-15.0%,2030年：各廠節電管理（每年節電率≥1.0%）、以天然氣取代燃料油並實施設備汰換改造、設備參數優化等節能專案，範疇一及二溫室氣體排放量較2005年基準年（23.6萬噸）下降38%。,0.0%
84149786,非上市櫃,晶元光電股份有限公司,晶電,光電業,台南市,,pledged to achieve net zero emissions across the Group by 2050,2050,TRUE,2032,50%,2022,"348,083",無,"1,670,162,000","1,817,239,000","1,972,009,000",,"451,520,000",TRUE,2030,27%,3%,NA,"4,934",TRUE,2030,60%,TRUE,TRUE,TRUE,"53,984","235,524","5,810","168,690",NA,NA,"174,500",TRUE,在地採購措施、舉辦供應商減碳工作坊、回收與重複利用包材,TRUE,電力(含再生): 1625472 GJ; 天然氣: 43962 GJ; 柴油: 728 GJ;,0,自發自用、再生能源憑證、購電協議,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,"127,755","77,386","67,198",,,,"38,836","12,435","12,064",,,,"88,919","64,951","55,134","4,108,704 公噸 CO2e","127,755","77,386","67,198",,,,,,,"531,351,389","488,831,944","451,520,000",,"4,281","4,934",,,,,2030年：各廠建置太陽能發電設備、採購綠電及再生能源憑證，全集團再生能源使用達60%（RE100承諾）。2032年：製程含氟氣體減量（減用CF4並裝設洗滌塔，含氟氣體排放預計減少90%）及照明、空調與製程效率節能，範疇一二排放較基準年2022年減少50.4%（SBTi）。2050年：再生能源使用達100%，全集團淨零排放。,無法計算
22853994,非上市櫃,台灣寶理塑膠股份有限公司,台灣寶理,石化業,高雄市,,,,,,,,,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"112,493","76,560","87,247",,,,"6,324","4,725","6,693",,,,"106,170","71,835","80,554",資料不足，無法計算,"112,493","76,560","87,247",,,,,,,,,,,,,,,,,,無法計算
73252657,9907,統一實業股份有限公司,統一實,鋼鐵業,台南市,,通過嚴格的氣候政策和創新，於 2050 年達到二氧化碳淨零排放,2050,TRUE,2030,25%,2014,"164,950",無,"1,263,060,000","993,971,000","1,432,081,000",,"154,726,400",FALSE,NA,NA,2%,TRUE,"3,350",FALSE,NA,NA,FALSE,TRUE,FALSE,"36,144","76,435",NA,NA,NA,NA,"1,916,438",FALSE,NA,TRUE,天然氣: 706045 GJ; 電力: 557015 GJ;,0,自發自用,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,"112,190","76,339","94,130",,,,"38,641","26,050","34,182",,,,"73,549","50,289","59,948","4,088,420 公噸 CO2e","112,190","76,339","94,130","43,480,280,000","35,240,202,000","44,859,298,000",2.10,2.17,2.58,"176,950,400","124,851,200","154,726,400",,,"3,350",,,,-14.5%,"2030年：持續設置太陽能光電、購買綠電並使用高效率設備與製程，台灣廠區溫室氣體排放量較2014年基準年（164,950噸）減少25%。",2.6%
22636630,2327,國巨股份有限公司,國巨,電子業,高雄市,,穩健邁向 2050 年淨零排放目標,2050,FALSE,,,,,無,"2,293,013,000","2,172,187,000","1,962,646,000",,"598,951,229",FALSE,NA,NA,1%,NA,"1,700",TRUE,2025,20%,FALSE,TRUE,TRUE,"13,878","310,167",NA,NA,NA,NA,"151,614",FALSE,NA,TRUE,外購電力(一般): 574412229 度; 外購電力(再生): 24539000 度; 自發電力(再生): 2309271 度; 天然氣: 1204806 立方公尺; 柴油: 21224 公升; 汽油: 9923 公升; 液化石油氣: 4181 公升; 蒸汽: 61224 噸;,0,自發自用、再生能源憑證,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,"72,988","75,048","71,432",,,,"2,527","4,712","4,345",,,,"70,461","70,336","67,087",資料不足，無法計算,"72,988","75,048","71,432","121,086,925,000","107,609,336,000","121,667,329,000",0.59,0.70,0.60,"498,431,287","557,913,547","598,951,229",,,"1,700",,,,16.3%,2030年：楠梓廠與大發廠於2025年提出自主減量計畫，配合每月節能會議檢視節能減碳方案及2025～2026年採購綠電，於2030年前降低溫室氣體排放量6%。2050年：組織溫室氣體排放（範疇一＋範疇二）達淨零排放。,0.0%
79837539,2029,盛餘股份有限公司,盛餘,鋼鐵業,高雄市,,2050年達淨零排放,2050,TRUE,2025,7%,2018,NA,無,"972,093,000","846,206,000","751,154,000",,"93,560,000",FALSE,2025,NA,NA,NA,"1,950",FALSE,NA,NA,FALSE,TRUE,TRUE,"33,145","49,309",NA,NA,NA,NA,"1,130,950",FALSE,推動綠色採購、建置碳管理平台、產品碳足跡盤查,TRUE,天然氣: 624925 GJ; 電力: 336878 GJ; 蒸氣: 24885 噸; 柴油: 3183 GJ; 太陽能: 1834 GJ; 汽油: 597 GJ;,0,自發自用,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,"67,415","74,472","82,454",,,,"23,586","27,122","33,145",,,,"43,828","47,351","49,309","4,086,450 公噸 CO2e","67,415","74,472","82,454","12,796,257,000","12,389,155,000","13,690,701,000",6.02,6.01,5.27,"81,583,000","87,117,000","93,560,000",,,"1,950",,,,21.0%,"2025年：執行14項節能方案（預估減碳量5,528公噸CO2e），溫室氣體排放量較2018年減少7%。2050年：達淨零排放。",2.4%
28438025,非上市櫃,晶兆成科技股份有限公司,晶兆成,半導體業,新竹縣,,,,,,,,,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"76,778","72,087","68,806",,,,"1,297","1,284","1,341",,,,"75,481","70,803","67,465",資料不足，無法計算,"76,778","72,087","68,806",,,,,,,,,,,,,,,,,,無法計算
89004161,2329,華泰電子股份有限公司,華泰,電子業,高雄市,,無承諾,,TRUE,2030,23%,2021,,無,"593,478,050","612,173,750","601,534,400",,"162,642,623",FALSE,NA,NA,1%,NA,435,TRUE,2025,3%,FALSE,TRUE,TRUE,465,"77,093",NA,NA,NA,NA,"61,937",TRUE,積極建置範疇三碳排資訊平台、擴大供應鏈溫室氣體管理、推動策略供應商減碳,TRUE,電力: 162642623 度; 汽油: 2578.03 公升; 柴油: 15744.88 公升; 太陽能: 617498.51 度; 再生能源: 1418037 度;,0,自發自用、再生能源憑證,TRUE,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,"68,622","71,037","64,262",,,,344,395,345,,,,"68,278","70,643","63,917","4,102,630 公噸 CO2e","68,622","71,037","64,262","15,531,669,000","16,690,436,000","16,277,445,000",3.95,4.26,4.42,"166,796,800","169,841,940","162,642,623",,435,435,,,,-5.9%,2025年：汰換老舊設備、推動高效節能設備汰換與運轉改善、導入再生能源（綠能），範疇一與範疇二較基準年（2021年）減量18.8%。2030年：範疇一與範疇二較基準年減量23%。,0.3%
89939090,非上市櫃,晉瑜企業股份有限公司,晉瑜,水泥業,彰化縣,,,,,,,,,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"67,767","69,772","62,352",,,,"12,880","11,004","10,626",,,,"54,888","58,768","51,726",資料不足，無法計算,"67,767","69,772","62,352",,,,,,,,,,,,,"7,439","9,600","7,311",,,無法計算
22099174,6287,元隆電子股份有限公司,元隆,半導體業,新竹市,,,,,,,,,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"75,337","69,000","63,004",,,,"55,258","47,602","42,976",,,,"20,079","21,398","20,028",資料不足，無法計算,"75,337","69,000","63,004","1,787,744,000","987,610,000","976,817,000",64.50,69.87,42.14,,,,,,,,,,,,淨利為負值
04312878,1709,和益化學工業股份有限公司,和益,石化業,高雄市,,和益林園廠為「已承諾」參與高雄市政府成立之『產業淨零大聯盟』實現2050淨零碳排願景,2050,TRUE,2030,1%,2018-2022,NA,無,"1,280,465,000","1,330,309,000","1,299,940,000",,"43,272,785",FALSE,NA,NA,NA,NA,0,FALSE,NA,NA,FALSE,TRUE,TRUE,"71,823","23,630",NA,NA,NA,NA,"86,221",FALSE,減少由採購的貨物及處置固體與液體廢棄物產生之排放、減少處置廢棄物產生之排放、落實供應商在地採購策略,TRUE,電力: 155782 GJ; 天然氣: 723036 GJ; 燃料油: 361670 GJ; 蒸汽: 35882 GJ; 其他: 1741 GJ;,0,購買再生能源用電,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,"81,705","67,653","74,253",,,,"62,059","48,831","57,624",,,,"19,646","18,822","16,629",,"81,705","67,653","74,253","10,571,226,000","9,432,293,000","10,304,487,000",7.21,7.17,7.73,"46,810,315","45,664,481","43,272,785",,,0,,,,1.1%,2030年：投入智慧能源管理、製造改善與設備維護管理提升能源效率，持續洽談購買再生能源及設備汰舊換新，範疇一與範疇二溫室氣體排放量較2018～2022年基準年減少1.3%。2050年：參與產業淨零大聯盟，實現淨零碳排願景。,3.1%
35082604,1408,中興紡織廠股份有限公司,中興紡織,石化業,桃園市,,,,,,,,,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"125,414","65,538","74,773",,,,"55,067","13,514","24,187",,,,"70,346","52,024","50,587",資料不足，無法計算,"125,414","65,538","74,773","8,035,556,000","5,313,604,000","4,836,355,000",15.46,12.33,15.61,,,,,,,"5,075","2,216","3,705",,,淨利為負值
38033305,非上市櫃,台硝股份有限公司,台硝,石化業,桃園市,,,,,,,,,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65,169","63,984","61,128",,,,"47,461","47,326","43,850",,,,"17,708","16,658","17,279",資料不足，無法計算,"65,169","63,984","61,128",,,,,,,,,,,,,"21,175","19,647","21,562",,,無法計算
16138282,6182,合晶科技股份有限公司,合晶,半導體業,桃園市,,2050 年長期 • 減碳目標：淨零排放,2050,TRUE,2035,14%,2023,"64,773",無,"484,619,880","463,293,920","525,667,780",,"127,910,624",FALSE,NA,NA,2%,NA,NA,TRUE,2030,5%,FALSE,TRUE,TRUE,"6,743","63,188",NA,NA,NA,NA,"2,439",FALSE,發放上游供應鏈溫室氣體排放問卷、參與電動貨車共享運輸,TRUE,電力: 460478.25 GJ; 天然氣: 18078.63 GJ; 再生能源: 5889.6 GJ; 柴油: 173.41 GJ;,0,再生能源憑證,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,"77,511","63,726","64,148",,,,"7,878","3,314","3,518",,,,"69,633","60,412","60,630","4,116,805 公噸 CO2e","77,511","63,726","64,148","12,677,431,000","10,047,814,000","8,721,123,000",7.36,6.34,6.11,"140,663,600","123,102,000","127,910,624",,,NA,,,,34.0%,2030年：每年節電1.5%，並以綠色採購、購置儲能及電力調節系統、購買綠電與太陽能發電（2023–2030年分期實施）達成再生能源使用率5.2%。2035年：減碳14%。2050年：淨零排放。,0.4%
73686632,1464,得力實業股份有限公司,得力,紡織業,台南市,,2050 年前各營運據點溫室氣體排放為零,2050,TRUE,2030,50%,2018-2022,"79,000",無,"636,231,170","705,914,450","805,902,520",,"49,199,936",FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,TRUE,TRUE,"32,689","23,321",NA,NA,NA,NA,NA,FALSE,NA,TRUE,燃料煤: 292684.03 GJ; 外購電力: 177119.77 GJ; 天然氣: 164705.63 GJ; 柴油: 1721.74 GJ;,0,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,"82,461","63,307","56,010",,,,"49,421","36,913","32,689",,,,"33,039","26,394","23,321",,"82,461","63,307","56,010","12,277,001,000","9,830,034,000","11,994,022,000",4.67,6.44,6.72,"66,746,112","53,428,592","49,199,936",,,NA,"22,349","17,408","11,498",-19.2%,"2030年前：燃氣鍋爐取代燃煤鍋爐（6Mcal/H燃煤鍋爐汰換為三台3Mcal/H燃氣鍋爐）並推動淘汰煤炭計畫，較2018～2022年5年平均碳排放量（約79,000公噸）減少50%。2050年前：各營運據點溫室氣體排放為零。",9.9%
89002500,非上市櫃,台灣恩智浦半導體股份有限公司,恩智浦,半導體業,高雄市,,Carbon neutrality by 2035,2035,TRUE,2030,55%,2021,"1,180,209",無,"6,652,926,000","6,700,481,000","6,766,117,000",,"1,684,841,620",FALSE,NA,NA,NA,NA,NA,TRUE,2027,50%,FALSE,TRUE,TRUE,"254,936","462,051",NA,NA,NA,NA,"9,756,145",TRUE,供應商參與、提升產品效能以減少使用階段能耗、識別較小影響類別的減量機會,TRUE,電力: 5865775 GJ; 天然氣: 750384 GJ; 柴油: 3082 GJ; 其他化石燃料: 33684 GJ;,0,再生能源憑證、購電協議、自發自用,TRUE,NA,"3,054,065","327,800","92,106","10,380","10,968","14,679","51,296","6,245","7,213","51,716",6125662,2065,692,NA,"1,258",,,,,,,,"68,552","63,084","24,280",,,,"1,065","1,211",883,,,,"67,487","61,873","23,397","4,102,630 公噸 CO2e","68,552","63,084","24,280",,,,,,,"1,704,839,036","1,691,975,004","1,684,841,620",,,NA,,,,,2027年：汰換或減用高全球暖化潛勢（GWP）化學品、製程優化與設備能效提升、再生電力提升至50%，範疇一及二絕對排放較2021年基準年減少35%。2030年：同前述三路徑減碳，範疇一及二絕對排放較2021年減少55%（SBTi驗證，1.5℃路徑）。2033年：供應商議合與提升產品使用階段能效，範疇三絕對排放較2022年基準年減少35%（SBTi驗證，well-below 2℃路徑）。2035年：優先落實技術上與社會經濟上可行之減量方案並抵換殘餘排放，達成範疇一及二碳中和。,無法計算
54389725,3707,漢磊科技股份有限公司,漢磊,半導體業,新竹縣,,無承諾,NA,FALSE,2026,NA,2021,NA,無,"294,687,000","291,282,000","305,784,000",,"78,160,000",FALSE,NA,NA,1%,NA,NA,FALSE,NA,NA,FALSE,FALSE,TRUE,"23,055","37,178",NA,NA,NA,NA,NA,FALSE,要求關鍵供應商遵循從業道德規範、推動在地採購比例提升、對關鍵供應商進行溫室氣體排放調查,TRUE,電力: 7816 萬度; 天然氣: 349220 m3; 柴油: 3460 公升; 太陽能: 61.6 萬度;,0,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,"80,452","62,555","65,780",,,,"42,437","26,696","30,746",,,,"38,015","35,859","35,035","4,094,546 公噸 CO2e","80,452","62,555","65,780","8,879,881,000","7,080,216,000","5,816,920,000",11.31,8.84,9.06,"79,970,000","74,790,000","78,160,000",,,NA,,,,47.1%,無說明關鍵減量策略,無法計算
03794905,1237,台灣糖業股份有限公司,台糖公司,食品業,高雄市,,配合政府 2050 淨零排放政策，擬訂台糖公司 2050 淨零排放路徑及目標。,2050,FALSE,NA,NA,NA,NA,無,"1,509,981,860","1,483,919,990","1,450,492,180",,"76,454,031",FALSE,NA,NA,1%,NA,"543,640",FALSE,NA,NA,FALSE,TRUE,TRUE,"103,274","36,239",NA,NA,NA,NA,NA,FALSE,NA,TRUE,外購電力: 275234.51 GJ; 初級能源(含汽油、柴油、重油、天然氣、液化石油氣、煤炭): 1110771.31 GJ; 再生能源、農廢及燃氣/油發電: 123976.04 GJ;,0,自發自用、躉售,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,"65,560","62,529","63,406",,,,"62,704","59,741","60,885",,,,"2,855","2,788","2,521",,"65,560","62,529","63,406","28,823,585,000","30,187,223,000","31,434,791,000",2.02,2.07,2.27,"71,343,028","71,122,242","76,454,031","334,050","542,390","543,640",,,,-4.5%,"2027年：配合能源轉型邁向臺灣2050淨零排放，自設太陽光電裝置容量達864.24MW。2040年：投入森林碳匯與沼氣碳權，預計取得20,000公噸碳權。2050年：以能源轉換（燃油鍋爐改燒天然氣）、提升設備效率、再生能源（太陽光電、沼氣發電）、負排放技術、充電樁5大方向減碳策略，配合政府2050淨零排放政策邁向淨零。",0.3%
53667030,非上市櫃,台塑科騰化學有限公司,台塑科騰,石化業,雲林縣,,,,,,,,,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57,624","61,998","57,830",,,,"8,211","7,782","6,239",,,,"49,413","54,216","51,591",資料不足，無法計算,"57,624","61,998","57,830",,,,,,,,,,,,,,,,,,無法計算
27366467,非上市櫃,新科光電材料股份有限公司,新科光電,石化業,桃園市,,,,,,,,,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"64,015","60,631","54,849",,,,"10,409","9,894","10,553",,,,"53,606","50,737","44,296",資料不足，無法計算,"64,015","60,631","54,849",,,,,,,,,,,,,,,,,,無法計算
85793919,非上市櫃,龍慶鋼鐵企業股份有限公司,龍慶鋼鐵,鋼鐵業,高雄市,,,,,,,,,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"75,805","60,183","38,904",,,,"26,587","21,852","16,094",,,,"49,218","38,331","22,810",資料不足，無法計算,"75,805","60,183","38,904",,,,,,,,,,,,,,,,,,無法計算
20939460,非上市櫃,立安東化工股份有限公司,立安東,石化業,苗栗縣,,,,,,,,,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"70,109","60,074","138,473",,,,"57,007","47,834","118,268",,,,"13,102","12,240","20,205",資料不足，無法計算,"70,109","60,074","138,473",,,,,,,,,,,,,"8,162","1,735","15,386",,,無法計算
75970680,1773,勝一化工股份有限公司,勝一,石化業,高雄市,,向2030 年廠內減排 30% 及 2050 年淨零的目標邁進,2050,TRUE,2030,30%,2022,NA,無,"1,075,684,000",NA,NA,,"22,596,933",FALSE,NA,NA,NA,TRUE,50,FALSE,NA,NA,FALSE,TRUE,FALSE,"56,229","10,803",NA,NA,NA,NA,"448,964",FALSE,NA,TRUE,電力: 22596933 度; 天然氣: 26259702 M3; 柴油: 135.65 KL;,0,主要透過採購綠電(p.12)；自建太陽能發電全數出售(p.48)。,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,"61,001","59,136","64,289",,,,"52,502","50,781","55,766",,,,"8,499","8,355","8,523","4,104,660 公噸 CO2e","61,001","59,136","64,289","11,345,083,000","9,852,910,000","11,056,943,000",5.81,6.00,5.38,,,"22,596,933",,,50,,,,,2025年：推動節能、省水、省電、廢棄物回收利用等措施，廠內減碳2%（基準年2022）。2030年：研發再循環生產技術及減碳技術，並以生質燃料替代重油、設置太陽能發電設備，廠內減碳30%。2050年：達到淨零目標。,0.2%
97173920,4989,李長榮科技股份有限公司,榮科,銅製造業,高雄市,,2050 年達成淨零,2050,TRUE,2030,30%,2021,"69,560",無,"415,951,460","438,553,410","459,782,710",,"104,382,242",FALSE,NA,NA,2%,TRUE,499,TRUE,2030,10%,FALSE,FALSE,TRUE,177,"51,852",NA,NA,NA,NA,NA,FALSE,使用100%回收銅線作為原料、推動回收銅與環境友善原料應用、廢棄物委託再利用公司處理,TRUE,電力: 90.34%; 外購蒸氣: 8.41%; 再生能源: 1.22%; 柴油: 0.03%; 汽油: 0.00%;,0,再生能源憑證、租賃屋頂設置太陽能,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,"61,531","58,723","52,008",,,,638,156,156,,,,"60,893","58,567","51,852","4,102,630 公噸 CO2e","61,531","58,723","52,008","4,047,957,000","3,557,969,000","2,993,614,000",17.37,16.50,15.20,"119,515,200","114,455,106","104,382,242",499,499,499,,,,22.3%,"2026年：溫室氣體排放較2021年基準年減少20%。2030年：透過設備汰換與優化（冰水幫浦陶瓷披覆、更換冰水主機冷卻水風扇）及持續增購綠電，減碳30%（絕對目標量48,692.20噸CO2e）。2050年：達成淨零。",淨利為負值
43816068,2355,敬鵬工業股份有限公司,敬鵬,電子業,桃園市,,2050年達到淨零排放,2050,TRUE,2030,50%,2021,"107,593",無,"515,141,880","651,779,960","701,926,980",,"174,004",FALSE,NA,NA,5%,NA,NA,TRUE,2030,30%,FALSE,TRUE,TRUE,"5,429","82,680",NA,NA,NA,NA,"76,609",TRUE,要求供應商提供碳排放數據、推動綠色供應鏈、降低運輸碳足跡,TRUE,電力: 174024.345 千度; 天然氣: 775.854 千立方公尺; 柴油: 48.840 公秉; 汽油: 1.735 公秉;,0,自發自用、再生能源憑證,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,"61,476","58,414","56,773",,,,"2,992","3,111","4,362",,,,"58,483","55,303","52,410","4,102,630 公噸 CO2e","61,476","58,414","56,773","17,614,328,000","16,749,415,000","16,355,210,000",3.47,3.49,3.49,"316,302,000","302,836,000","174,004",,,NA,,,,-21.0%,無說明關鍵減量策略,0.3%
22554807,非上市櫃,先豐通訊股份有限公司,先豐,電子業,桃園市,,,,,,,,,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"67,279","57,829","51,564",,,,"19,779","15,562","13,541",,,,"47,500","42,267","38,023",資料不足，無法計算,"67,279","57,829","51,564",,,,,,,,,,,,,,,,,,無法計算
22101116,8110,華東科技股份有限公司,華東,半導體業,高雄市,,積極推動各廠區逐步於2050年達到淨零排放,2050,FALSE,NA,NA,2021,NA,無,"594,495,570","560,292,810","723,250,110",,"165,781,102",FALSE,NA,NA,3%,NA,575,TRUE,2030,30%,FALSE,TRUE,FALSE,"3,935","78,041",NA,NA,NA,NA,"18,405",FALSE,增加廢棄物回收率、推動供應商推行ESG、完成供應鏈碳足跡調查,TRUE,外購電力: 592715.76 GJ; 柴油: 1292.68 GJ; 車用汽油: 487.14 GJ;,0,自發自用、再生能源憑證,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,"81,543","56,593","59,548",,,,"1,924",463,"2,628",,,,"79,619","56,130","56,919",,"81,543","56,593","59,548","9,506,348,000","7,276,069,000","7,859,456,000",7.58,7.78,8.58,"202,656,000","157,592,400","165,781,102",,,575,,,,-0.6%,短期（報告書定義未來1~3年）：建置太陽能自發自用並使用再生能源、汰換高耗能設備，碳排強度較基準年2021年降低10%以上。中長期（未來3~5年以上）：將30%以上用電轉換為綠電，碳排強度降低90%以上。2050年：達成淨零排放。,淨利為負值
04380087,非上市櫃,合眾紙業股份有限公司,合眾紙業,造紙業,雲林縣,,,,,,,,,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61,179","56,008","58,754",,,,"34,475","32,008","35,334",,,,"26,704","23,999","23,420",資料不足，無法計算,"61,179","56,008","58,754",,,,,,,,,,,,,"16,321","14,942","16,151",,,無法計算
05258865,非上市櫃,聯華氣體工業股份有限公司,聯華氣體,石化業,高雄市,,,,,,,,,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58,456","55,956","50,091",,,,"1,254","2,302",864,,,,"57,202","53,654","49,227",資料不足，無法計算,"58,456","55,956","50,091",,,,,,,,,,,,,,,,,,無法計算
